customer_id,product_desc,ranking
431170,Andes Origen Fresquita-1/2 Lts-Cans,2
431170,Quilmes Clasica-1/2 Lts-Cans,3
431170,Patagonia Amber Lager-1/2 Lts-Cans,4
431170,Patagonia 24.7-1/2 Lts-Cans,5
431170,Budweiser-3/4 Lts-Bottle-OW,6
431170,Stella artois-3/4 Lts-Bottle-OW,7
431170,Patagonia Bohemian Pilsener-1/2 Lts-Cans,8
431170,1890-1/2 Lts-Cans,9
431170,Andes Origen IPA-1/2 Lts-Cans,10
431170,Corona-1/2 Lts-Cans,11
433051,Corona-1/2 Lts-Cans,1
433051,Andes Origen Fresquita-1/2 Lts-Cans,2
433051,Stella Artois Blanche-1/2 Lts-Cans,3
433051,Brahma Dorada-1/2 Lts-Cans,4
433051,Quilmes Clasica-1/2 Lts-Cans,5
433051,Budweiser-1 Lts-Bottle-RET,6
433051,Quilmes Clasica-1 Lts-Bottle-RET,7
433051,Patagonia Amber Lager-1/2 Lts-Cans,8
433051,Corona-3/4 Lts-Bottle-OW,9
433051,Brahma-1/3 Lts-Bottle-RET,10
433730,Andes Origen IPA-1/3 Lts-Bottle-RET,1
433730,Andes Origen Fresquita-1/2 Lts-Cans,2
433730,Brahma-1/2 Lts-Cans,3
433730,1890-1/2 Lts-Cans,4
433730,Andes Origen Rubia-1 Lts-Bottle-RET,5
433730,Budweiser-3/4 Lts-Bottle-OW,6
434551,Quilmes Clasica-1 Lts-Bottle-RET,1
434551,Quilmes Stout-1 Lts-Bottle-RET,2
434551,Brahma-1 Lts-Bottle-RET,3
437508,Stella artois-1 Lts-Bottle-RET,1
437508,Andes Origen IPA-1/2 Lts-Cans,2
437508,Andes Origen IPA-1/3 Lts-Bottle-RET,3
437508,Budweiser-1/3 Lts-Bottle-RET,4
437508,Brahma-1/3 Lts-Bottle-RET,5
437508,Quilmes Clasica-1/3 Lts-Bottle-RET,6
437508,Stella artois-1/2 Lts-Cans,7
437508,Corona-3/4 Lts-Bottle-OW,8
445884,Andes Origen Fresquita-1/2 Lts-Cans,1
445884,Stella artois-1/2 Lts-Cans,2
445884,Andes Origen Rubia-1 Lts-Bottle-RET,3
445884,Stella Artois Blanche-1/2 Lts-Cans,4
445884,Patagonia Bohemian Pilsener-1 Lts-Bottle-RET,5
445884,Brahma-1 Lts-Bottle-RET,6
445884,Michelob Ultra-1/2 Lts-Cans,7
445884,Andes Origen Roja-1 Lts-Bottle-RET,8
445884,Temple Wolf-1/2 Lts-Cans,9
445884,Quilmes Clasica-1 Lts-Bottle-RET,10
445884,Stella artois-1 Lts-Bottle-RET,11
445884,Corona-1/3 Lts-Bottle-OW,12
449327,Stella Artois Blanche-1/2 Lts-Cans,1
449327,Andes Origen Fresquita-1/2 Lts-Cans,2
449327,Corona-3/4 Lts-Bottle-OW,3
449327,Andes Origen IPA-1/3 Lts-Bottle-RET,4
449327,Stella artois-1/2 Lts-Cans,5
449327,27 Eazy-1/2 Lts-Cans,6
449327,Quilmes Stout-1 Lts-Bottle-RET,7
449797,Stella artois-1/2 Lts-Cans,1
449797,Andes Origen IPA-1/2 Lts-Cans,2
449797,Andes Origen Rubia-1/2 Lts-Cans,3
449797,Stella artois-1/4 Lts-Cans,4
454259,Brahma-1 Lts-Bottle-RET,1
454259,Brahma-1/2 Lts-Cans,2
454259,Quilmes Clasica-1 Lts-Bottle-RET,3
456558,Quilmes Clasica-1 Lts-Bottle-RET,1
456558,1890-1/2 Lts-Cans,2
456558,Andes Origen IPA-1/2 Lts-Cans,3
456558,Andes Origen Roja-1/2 Lts-Cans,4
456558,Patagonia 24.7-1/2 Lts-Cans,5
456558,Stella artois-1 Lts-Bottle-RET,6
457030,Quilmes Clasica-1 Lts-Bottle-RET,1
457030,Andes Origen Fresquita-1/2 Lts-Cans,2
457030,Corona-1/2 Lts-Cans,3
457030,Stella Artois Blanche-1/2 Lts-Cans,4
457030,Brahma-1/2 Lts-Cans,5
457030,Patagonia Bohemian Pilsener-1/2 Lts-Cans,6
457030,Patagonia Amber Lager-3/4 Lts-Bottle-OW,7
457030,Patagonia Bohemian Pilsener-3/4 Lts-Bottle-OW,8
459187,Brahma-1/2 Lts-Cans,1
459187,Brahma Dorada-1/2 Lts-Cans,2
459187,Andes Origen Fresquita-1/2 Lts-Cans,3
459187,Stella Artois Blanche-1/2 Lts-Cans,4
459187,Corona-1/2 Lts-Cans,5
459187,Patagonia Bohemian Pilsener-1/2 Lts-Cans,6
459187,Patagonia Vera Ipa-1/2 Lts-Cans,7
459187,Quilmes Clasica-1/2 Lts-Cans,8
459590,Brahma-1 Lts-Bottle-RET,1
459590,Brahma-1/3 Lts-Bottle-RET,2
459590,Quilmes Bajo Cero-1 Lts-Bottle-RET,3
459590,Quilmes Clasica-1/2 Lts-Cans,4
459979,Corona-1/2 Lts-Cans,1
459979,Quilmes Clasica-1/2 Lts-Cans,2
459979,Quilmes Stout-1/2 Lts-Cans,3
459979,Budweiser-1/2 Lts-Cans,4
459979,Stella artois-1/2 Lts-Cans,5
463516,Budweiser-1/2 Lts-Cans,1
463516,Quilmes Clasica-1/2 Lts-Cans,2
463516,Stella artois-1/2 Lts-Cans,3
463516,Brahma-1/2 Lts-Cans,4
465274,Brahma Dorada-3/4 Lts-Bottle-OW,1
465274,Andes Origen Fresquita-1/2 Lts-Cans,2
465274,Corona-1/2 Lts-Cans,3
465274,Stella Artois Blanche-1/2 Lts-Cans,4
465274,Quilmes 0.0-1/2 Lts-Cans,5
465274,Michelob Ultra-1/2 Lts-Cans,6
465274,Patagonia 24.7-3/4 Lts-Bottle-OW,7
465274,Andes Origen IPA-1/2 Lts-Cans,8
465274,Corona-1/3 Lts-Bottle-OW,9
465274,Patagonia Vera Ipa-3/4 Lts-Bottle-OW,10
465274,Patagonia Bohemian Pilsener-3/4 Lts-Bottle-OW,11
682724,Andes Origen Fresquita-1/2 Lts-Cans,1
682724,Brahma-1/2 Lts-Cans,2
684073,Brahma-1/2 Lts-Cans,1
684073,Brahma Dorada-1/2 Lts-Cans,2
684073,Corona-1/2 Lts-Cans,3
684073,Andes Origen Fresquita-1/2 Lts-Cans,4
684758,Andes Origen Fresquita-1/2 Lts-Cans,1
684758,Brahma-1/2 Lts-Cans,2
684758,Stella artois-1 Lts-Bottle-RET,3
684773,Andes Origen Fresquita-1/2 Lts-Cans,1
684773,Brahma-1/2 Lts-Cans,2
684773,Stella Artois Blanche-1 Lts-Bottle-RET,3
684773,Brahma Dorada-1/2 Lts-Cans,4
684773,Stella artois-1 Lts-Bottle-RET,5
684773,Brahma Dorada-1 Lts-Bottle-RET,6
684773,Quilmes Stout-1 Lts-Bottle-RET,7
687234,Stella Artois Blanche-1/2 Lts-Cans,1
687234,Andes Origen Fresquita-1/2 Lts-Cans,2
687234,Corona-1/2 Lts-Cans,3
687898,Brahma-1/2 Lts-Cans,1
687898,Quilmes Clasica-1/2 Lts-Cans,2
90874,Brahma-1 Lts-Bottle-RET,1
90874,Quilmes Bajo Cero-1 Lts-Bottle-RET,2
115367,Quilmes Clasica-1 Lts-Bottle-RET,1
115367,Brahma-1/2 Lts-Cans,2
117907,Stella Artois Blanche-1/2 Lts-Cans,1
117907,Andes Origen Fresquita-1/2 Lts-Cans,2
117907,Budweiser-1/2 Lts-Cans,3
168744,Corona-1/2 Lts-Cans,1
168744,Stella Artois Blanche-1/2 Lts-Cans,2
168744,Andes Origen Fresquita-1/2 Lts-Cans,3
329961,Andes Origen Fresquita-1/2 Lts-Cans,1
329961,Corona-3/4 Lts-Bottle-OW,2
329961,Brahma-1/2 Lts-Cans,3
329961,Quilmes Clasica-1/2 Lts-Cans,4
329961,Andes Origen Rubia-1/2 Lts-Cans,5
329961,Andes Origen IPA-1/2 Lts-Cans,6
329961,Quilmes Clasica-1 Lts-Bottle-RET,7
329961,Temple Wolf-1/2 Lts-Cans,8
329961,1890-1/2 Lts-Cans,9
329961,Quilmes Clasica-1/3 Lts-Bottle-RET,10
329961,Temple Honey-1/2 Lts-Cans,11
342825,Brahma-1/2 Lts-Cans,1
342825,Brahma Dorada-1/2 Lts-Cans,2
342825,Stella Artois Blanche-1/2 Lts-Cans,3
342825,Corona-1/2 Lts-Cans,4
342825,Andes Origen Fresquita-1/2 Lts-Cans,5
342825,Brahma Dorada-3/4 Lts-Bottle-OW,6
342825,Quilmes Clasica-1/2 Lts-Cans,7
360305,Corona-1/2 Lts-Cans,1
360305,Stella Artois Blanche-1/2 Lts-Cans,2
360305,Patagonia Weisse-1/2 Lts-Cans,3
360305,Patagonia Vera Ipa-1/2 Lts-Cans,4
372946,Corona-1/2 Lts-Cans,1
372946,Andes Origen Rubia-1/2 Lts-Cans,2
372946,Brahma Dorada-1/2 Lts-Cans,3
396767,Stella artois-1 Lts-Bottle-RET,1
396767,Brahma-1/3 Lts-Bottle-RET,2
396767,Andes Origen Negra-1/2 Lts-Cans,3
396767,Quilmes Clasica-1/3 Lts-Bottle-RET,4
396767,Patagonia 24.7-1/2 Lts-Cans,5
396767,Andes Origen IPA-1/2 Lts-Cans,6
396767,Andes Origen Roja-1/2 Lts-Cans,7
396767,Temple Cosmica-1/2 Lts-Cans,8
399634,Corona-1/2 Lts-Cans,1
399634,Andes Origen Fresquita-1/2 Lts-Cans,2
399634,Stella Artois Blanche-1/2 Lts-Cans,3
399634,Brahma Dorada-1/2 Lts-Cans,4
399634,Brahma Dorada-3/4 Lts-Bottle-OW,5
399634,Corona-3/4 Lts-Bottle-OW,6
406643,Andes Origen Fresquita-1/2 Lts-Cans,1
406643,Corona-1/2 Lts-Cans,2
406643,Stella Artois Blanche-1/2 Lts-Cans,3
406643,Brahma Dorada-1/2 Lts-Cans,4
406643,Brahma Dorada-3/4 Lts-Bottle-OW,5
406643,Andes Origen Rubia-1/2 Lts-Cans,6
406643,Quilmes Clasica-1/3 Lts-Bottle-RET,7
406643,Patagonia Vera Ipa-1/2 Lts-Cans,8
406643,Budweiser-1 Lts-Bottle-RET,9
410305,Brahma-1/2 Lts-Cans,1
410305,Andes Origen Fresquita-1/2 Lts-Cans,2
410305,Andes Origen Roja-1/2 Lts-Cans,3
410305,Quilmes Clasica-1/3 Lts-Bottle-RET,4
410305,Budweiser-1/3 Lts-Bottle-RET,5
410305,Andes Origen IPA-1/3 Lts-Bottle-RET,6
410305,Quilmes Clasica-1/2 Lts-Cans,7
411874,Brahma-1/2 Lts-Cans,1
411874,Budweiser-1/2 Lts-Cans,2
411874,Brahma-1/3 Lts-Bottle-RET,3
420814,Brahma-1/2 Lts-Cans,1
420814,Brahma Dorada-3/4 Lts-Bottle-OW,2
420814,Brahma Dorada-1/2 Lts-Cans,3
421833,Corona-1/2 Lts-Cans,1
421833,Stella Artois Blanche-1/2 Lts-Cans,2
421833,Andes Origen Fresquita-1/2 Lts-Cans,3
421833,Stella artois-1/2 Lts-Cans,4
421833,Andes Origen Roja-1/2 Lts-Cans,5
421833,Andes Origen Rubia-1/2 Lts-Cans,6
421833,Andes Origen IPA-1/2 Lts-Cans,7
422655,Brahma-1 Lts-Bottle-RET,1
422655,Brahma-1/2 Lts-Cans,2
427968,Brahma Dorada-1/2 Lts-Cans,1
427968,Andes Origen Fresquita-1/2 Lts-Cans,2
427968,Stella Artois Blanche-1/2 Lts-Cans,3
427968,Corona-1/2 Lts-Cans,4
427968,Andes Origen Fresquita-1 Lts-Bottle-RET,5
427968,Quilmes Stout-1/3 Lts-Bottle-RET,6
427968,Brahma-1/3 Lts-Bottle-RET,7
427968,Budweiser-1/3 Lts-Bottle-RET,8
437064,Brahma Dorada-1 Lts-Bottle-RET,1
437064,Quilmes Clasica-1 Lts-Bottle-RET,2
437064,Stella artois-1 Lts-Bottle-RET,3
437064,Andes Origen Rubia-1/2 Lts-Cans,4
437064,Quilmes Stout-1 Lts-Bottle-RET,5
437064,Brahma-1/3 Lts-Bottle-RET,6
437064,Stella artois Noire-1/3 Lts-Bottle-OW,7
437064,Andes Origen IPA-1/2 Lts-Cans,8
437064,Patagonia Amber Lager-1/2 Lts-Cans,9
437461,Corona-1/2 Lts-Cans,1
437461,Stella Artois Blanche-1/2 Lts-Cans,2
437461,Michelob Ultra-1/2 Lts-Cans,3
437461,Brahma-1/3 Lts-Bottle-RET,4
437461,Andes Origen Fresquita-1/2 Lts-Cans,5
437461,Corona-1/3 Lts-Bottle-OW,6
438049,Andes Origen Roja-1/2 Lts-Cans,1
438049,Corona-1/3 Lts-Bottle-OW,2
438049,Brahma Dorada-1/2 Lts-Cans,3
438353,Brahma Dorada-1/2 Lts-Cans,1
438353,Quilmes Clasica-1/2 Lts-Cans,2
438353,Quilmes Bajo Cero-1 Lts-Bottle-RET,3
438353,1890-1/2 Lts-Cans,4
438353,Quilmes Clasica-1/3 Lts-Bottle-RET,5
438353,Stella artois-1/2 Lts-Cans,6
438353,Patagonia Amber Lager-1/2 Lts-Cans,7
438353,Stella artois-3/4 Lts-Bottle-OW,8
438353,Budweiser-1/3 Lts-Bottle-RET,9
444723,Brahma Dorada-1/2 Lts-Cans,1
444723,Stella Artois Blanche-1/2 Lts-Cans,2
444723,Corona-1/2 Lts-Cans,3
444723,Andes Origen Fresquita-1/2 Lts-Cans,4
444723,Quilmes Clasica-1/2 Lts-Cans,5
444723,Andes Origen Rubia-1 Lts-Bottle-RET,6
444723,Brahma-1/3 Lts-Bottle-RET,7
444723,Quilmes Clasica-1/3 Lts-Bottle-RET,8
444723,Stella artois-1 Lts-Bottle-RET,9
448453,Brahma Dorada-1/2 Lts-Cans,1
448453,Quilmes Clasica-1/3 Lts-Bottle-RET,2
448453,Andes Origen Rubia-1/2 Lts-Cans,3
448453,Stella artois-1/2 Lts-Cans,4
448453,Quilmes Stout-1/3 Lts-Bottle-RET,5
448453,Stella artois-1 Lts-Bottle-RET,6
448453,Brahma-1/2 Lts-Cans,7
448453,Corona-1/2 Lts-Cans,8
450772,Andes Origen IPA-1/2 Lts-Cans,1
450772,Brahma-1/2 Lts-Cans,2
450772,Brahma-1 Lts-Bottle-RET,3
450828,Stella Artois Blanche-1/2 Lts-Cans,1
450828,Andes Origen Fresquita-1/2 Lts-Cans,2
450828,Brahma Dorada-1/2 Lts-Cans,3
450828,Corona-1/2 Lts-Cans,4
450828,Andes Origen Rubia-1/2 Lts-Cans,5
450828,Quilmes Bajo Cero-1 Lts-Bottle-RET,6
450828,Stella artois Noire-1/2 Lts-Cans,7
450828,27 Eazy-1/2 Lts-Cans,8
450828,Andes Origen IPA-1/2 Lts-Cans,9
450828,Patagonia Amber Lager-3/4 Lts-Bottle-OW,10
456330,Brahma Dorada-1 Lts-Bottle-RET,1
456330,Budweiser-1 Lts-Bottle-RET,2
456811,Budweiser-3/4 Lts-Bottle-OW,1
456811,Stella artois-1/2 Lts-Cans,2
456811,Andes Origen Rubia-1/2 Lts-Cans,3
456811,Budweiser-1 Lts-Bottle-RET,4
456811,Andes Origen Roja-1/2 Lts-Cans,5
456811,Budweiser-1/2 Lts-Cans,6
456811,Andes Origen IPA-1/2 Lts-Cans,7
456811,Andes Origen IPA Roja-1/2 Lts-Cans,8
456811,Patagonia Bohemian Pilsener-3/4 Lts-Bottle-OW,9
456811,1890-1/2 Lts-Cans,10
457202,Brahma Dorada-1/2 Lts-Cans,1
457202,Brahma-1/2 Lts-Cans,2
457320,Brahma-1/2 Lts-Cans,1
457320,Andes Origen Fresquita-1/2 Lts-Cans,2
457320,Quilmes Clasica-1 Lts-Bottle-RET,3
457320,Brahma Dorada-1/2 Lts-Cans,4
457320,Andes Origen IPA-1/2 Lts-Cans,5
457320,Quilmes Clasica-1/2 Lts-Cans,6
457320,Andes Origen IPA-1 Lts-Bottle-RET,7
457320,Budweiser-1/3 Lts-Bottle-RET,8
467339,Stella Artois Blanche-1/2 Lts-Cans,1
467339,Corona-3/4 Lts-Bottle-OW,2
467339,Corona-1/3 Lts-Bottle-OW,3
682594,Brahma-1/3 Lts-Bottle-RET,1
682594,Brahma-1 Lts-Bottle-RET,2
682594,Quilmes Clasica-1/3 Lts-Bottle-RET,3
682594,Budweiser-1/3 Lts-Bottle-RET,4
683368,Stella artois-1/2 Lts-Cans,1
683368,Budweiser-1 Lts-Bottle-RET,2
683368,Budweiser-1/3 Lts-Bottle-RET,3
683368,Quilmes Clasica-1/3 Lts-Bottle-RET,4
683368,Brahma-1/2 Lts-Cans,5
683368,Quilmes Clasica-1 Lts-Bottle-RET,6
683368,Andes Origen Negra-1/2 Lts-Cans,7
684851,Brahma Dorada-3/4 Lts-Bottle-OW,1
684851,Quilmes Ipa-1 Lts-Bottle-OW,2
684851,Andes Origen Rubia-1/2 Lts-Cans,3
684851,Andes Origen Roja-1 Lts-Bottle-RET,4
684851,Corona-1/2 Lts-Cans,5
684851,Stella Artois Blanche-1/2 Lts-Cans,6
684851,Budweiser-3/4 Lts-Bottle-OW,7
684851,Quilmes Clasica-1 Lts-Bottle-RET,8
684851,Patagonia Weisse-3/4 Lts-Bottle-OW,9
684851,Patagonia 24.7-3/4 Lts-Bottle-OW,10
684851,1890-1/2 Lts-Cans,11
686797,Michelob Ultra-1/3 Lts-Bottle-OW,1
686797,Stella artois-1/2 Lts-Cans,2
687773,Budweiser-1/2 Lts-Cans,1
687773,Corona-3/4 Lts-Bottle-OW,2
687773,Quilmes Clasica-1 Lts-Bottle-RET,3
687773,Brahma-1/2 Lts-Cans,4
687773,Andes Origen IPA-1 Lts-Bottle-RET,5
691616,Brahma Dorada-1 Lts-Bottle-RET,1
691616,Brahma-1 Lts-Bottle-RET,2
113034,Brahma Dorada-1/2 Lts-Cans,1
113034,Brahma-1 Lts-Bottle-RET,2
113034,Stella artois-1/2 Lts-Cans,3
140924,Brahma-1 Lts-Bottle-RET,1
140924,Quilmes Clasica-1/2 Lts-Cans,2
140924,Brahma-1/2 Lts-Cans,3
178265,Quilmes Bajo Cero-1 Lts-Bottle-RET,1
178265,Quilmes Clasica-1/2 Lts-Cans,2
178265,Brahma-1/2 Lts-Cans,3
184507,Brahma Dorada-1/2 Lts-Cans,1
184507,Brahma Dorada-1 Lts-Bottle-RET,2
184507,Stella Artois Blanche-1/2 Lts-Cans,3
184507,Andes Origen Fresquita-1/2 Lts-Cans,4
184507,Corona-1/2 Lts-Cans,5
309198,Corona-1/2 Lts-Cans,1
309198,Brahma-1/2 Lts-Cans,2
309198,Quilmes Clasica-1/2 Lts-Cans,3
309198,Stella artois-1/2 Lts-Cans,4
357919,Brahma Dorada-1/2 Lts-Cans,1
357919,Quilmes Clasica-1 Lts-Bottle-RET,2
359644,Brahma-1 Lts-Bottle-RET,1
359644,Goose Island-1/2 Lts-Cans,2
377807,Brahma-1/2 Lts-Cans,1
377807,Brahma-1/4 Lts-Cans,2
392864,Brahma Dorada-1/2 Lts-Cans,1
392864,Corona-1/2 Lts-Cans,2
392864,Stella Artois Blanche-1/2 Lts-Cans,3
392864,Quilmes Clasica-1 Lts-Bottle-RET,4
392864,Quilmes Clasica-1/2 Lts-Cans,5
392864,Stella artois-1 Lts-Bottle-RET,6
392864,Corona-1/3 Lts-Bottle-OW,7
392864,Andes Origen Rubia-1 Lts-Bottle-RET,8
397306,Corona-1/2 Lts-Cans,1
397306,Patagonia 24.7-1/2 Lts-Cans,2
405751,Andes Origen Fresquita-1/2 Lts-Cans,1
405751,Brahma-1/2 Lts-Cans,2
405751,Brahma Dorada-3/4 Lts-Bottle-OW,3
405751,Quilmes Clasica-1/2 Lts-Cans,4
405751,Andes Origen Fresquita-1 Lts-Bottle-RET,5
405751,Quilmes Clasica-1 Lts-Bottle-RET,6
405751,Stella artois-1/2 Lts-Cans,7
405751,Goose Island-1/2 Lts-Cans,8
405751,Brahma Dorada-1/2 Lts-Cans,9
409423,Brahma-1 Lts-Bottle-RET,1
409423,Quilmes Clasica-1 Lts-Bottle-RET,2
409423,Quilmes Clasica-1/3 Lts-Bottle-RET,3
410409,Corona-1/2 Lts-Cans,1
410409,Patagonia Bohemian Pilsener-1 Lts-Bottle-RET,2
410409,Patagonia Hoppy Lager-3/4 Lts-Bottle-OW,3
410409,Patagonia Weisse-1/2 Lts-Cans,4
410409,Patagonia 24.7-1/2 Lts-Cans,5
410422,Brahma-1/2 Lts-Cans,1
410422,Quilmes Clasica-1/2 Lts-Cans,2
410422,Budweiser-1/2 Lts-Cans,3
425330,Corona-1/2 Lts-Cans,1
425330,Brahma Dorada-3/4 Lts-Bottle-OW,2
425330,Andes Origen Fresquita-1/2 Lts-Cans,3
425330,Corona-3/4 Lts-Bottle-OW,4
425330,Stella artois-1/2 Lts-Cans,5
425330,Brahma-1/2 Lts-Cans,6
434312,Andes Origen Fresquita-1/2 Lts-Cans,1
434312,Brahma-1/2 Lts-Cans,2
434312,Brahma-1 Lts-Bottle-RET,3
434312,Budweiser-1/2 Lts-Cans,4
434712,Brahma Dorada-1/2 Lts-Cans,1
434712,Brahma-1/2 Lts-Cans,2
434712,Andes Origen Fresquita-1/2 Lts-Cans,3
434712,Brahma-1/3 Lts-Bottle-RET,4
444700,Quilmes Ipa-1 Lts-Bottle-OW,1
444700,Brahma Dorada-3/4 Lts-Bottle-OW,2
444700,Patagonia Amber Lager-1 Lts-Bottle-RET,3
444700,Quilmes Ipa-1/2 Lts-Cans,4
444700,Stella Artois Blanche-1 Lts-Bottle-RET,5
444700,Andes Origen Fresquita-1/2 Lts-Cans,6
444700,Patagonia Bohemian Pilsener-1 Lts-Bottle-RET,7
444700,Corona-1/2 Lts-Cans,8
444700,Stella artois-1/2 Lts-Cans,9
444700,Patagonia 24.7-1/2 Lts-Cans,10
444700,Stella artois Noire-1/2 Lts-Cans,11
444700,Patagonia Vera Ipa-3/4 Lts-Bottle-OW,12
445091,Quilmes Bajo Cero-1 Lts-Bottle-RET,1
445091,Brahma-1 Lts-Bottle-RET,2
448395,Brahma-1/2 Lts-Cans,1
448395,Quilmes Clasica-1/2 Lts-Cans,2
448395,Brahma-1 Lts-Bottle-RET,3
448395,Quilmes Clasica-1 Lts-Bottle-RET,4
448395,Corona-3/4 Lts-Bottle-OW,5
448395,Quilmes Stout-1/2 Lts-Cans,6
450753,Andes Origen Fresquita-1/2 Lts-Cans,1
450753,Brahma-1/2 Lts-Cans,2
450753,Budweiser-1/2 Lts-Cans,3
450753,Stella artois-1/2 Lts-Cans,4
450753,Corona-1/3 Lts-Bottle-OW,5
450753,Brahma-1 Lts-Bottle-RET,6
450753,Corona-1/2 Lts-Cans,7
453982,Corona-1/2 Lts-Cans,1
453982,Corona-3/4 Lts-Bottle-OW,2
453982,Stella artois-1/4 Lts-Cans,3
453982,Brahma Dorada-1/2 Lts-Cans,4
454197,Brahma Dorada-1/2 Lts-Cans,1
454197,Quilmes Clasica-1/2 Lts-Cans,2
454197,1890-1/2 Lts-Cans,3
454197,Corona-1/3 Lts-Bottle-OW,4
456971,Brahma Dorada-1/2 Lts-Cans,1
456971,Andes Origen Fresquita-1/2 Lts-Cans,2
457072,Stella Artois Blanche-1/2 Lts-Cans,1
457072,Corona-1/2 Lts-Cans,2
457072,Andes Origen Roja-1/2 Lts-Cans,3
457072,Brahma Dorada-1 Lts-Bottle-RET,4
457072,Quilmes Doble-1/2 Lts-Cans,5
457072,Andes Origen Rubia-1/2 Lts-Cans,6
458133,Brahma-1 Lts-Bottle-RET,1
458133,Quilmes Bajo Cero-1 Lts-Bottle-RET,2
461147,Corona-1/2 Lts-Cans,1
461147,Temple Scottish-1/2 Lts-Cans,2
463579,Brahma-1/2 Lts-Cans,1
463579,Andes Origen IPA Roja-1/2 Lts-Cans,2
463579,Brahma Dorada-1/2 Lts-Cans,3
466699,Quilmes Clasica-1 Lts-Bottle-RET,1
466699,Brahma-1/2 Lts-Cans,2
468357,Brahma-1 Lts-Bottle-RET,1
468357,Quilmes Bajo Cero-1 Lts-Bottle-RET,2
682474,Brahma Dorada-1/2 Lts-Cans,1
682474,Corona-1/2 Lts-Cans,2
683490,Brahma-1 Lts-Bottle-RET,1
683490,Quilmes Clasica-1 Lts-Bottle-RET,2
683490,Brahma-1/2 Lts-Cans,3
683490,Stella artois-1 Lts-Bottle-RET,4
683990,Andes Origen Fresquita-1/2 Lts-Cans,1
683990,Quilmes Clasica-1 Lts-Bottle-RET,2
103322,Brahma-1 Lts-Bottle-RET,1
103322,Andes Origen Rubia-1/2 Lts-Cans,2
103322,Andes Origen Roja-1/4 Lts-Cans,3
309620,Stella Artois Blanche-1 Lts-Bottle-RET,1
309620,Corona-1/2 Lts-Cans,2
309620,Andes Origen Fresquita-1/2 Lts-Cans,3
309620,Andes Origen Fresquita-1 Lts-Bottle-RET,4
309620,Quilmes Ipa-1/2 Lts-Cans,5
309620,Michelob Ultra-1/2 Lts-Cans,6
309620,Andes Origen Rubia-1 Lts-Bottle-RET,7
309620,Andes Origen Roja-1 Lts-Bottle-RET,8
309620,Budweiser-1/2 Lts-Cans,9
309620,Budweiser-1 Lts-Bottle-RET,10
309620,Andes Origen IPA-1 Lts-Bottle-RET,11
354654,Stella artois-1 Lts-Bottle-RET,1
354654,Andes Origen Rubia-1/2 Lts-Cans,2
354654,Quilmes Clasica-1 Lts-Bottle-RET,3
354654,Corona-1/3 Lts-Bottle-OW,4
354654,Brahma-1/3 Lts-Bottle-RET,5
374025,Michelob Ultra-1/2 Lts-Cans,1
374025,Corona-1/2 Lts-Cans,2
374025,Andes Origen Fresquita-1/2 Lts-Cans,3
374025,Patagonia Vera Ipa-1/2 Lts-Cans,4
374025,Brahma-1/2 Lts-Cans,5
374025,Patagonia 24.7-1/2 Lts-Cans,6
374025,Patagonia Weisse-1/2 Lts-Cans,7
383472,Quilmes Bajo Cero-1 Lts-Bottle-RET,1
383472,1890-1 Lts-Bottle-RET,2
404164,Andes Origen Fresquita-1/2 Lts-Cans,1
404164,Stella Artois Blanche-1/2 Lts-Cans,2
404164,Quilmes Ipa-1 Lts-Bottle-OW,3
404164,Corona-1/2 Lts-Cans,4
404164,Andes Origen IPA-1/3 Lts-Bottle-RET,5
404164,Patagonia Amber Lager-1 Lts-Bottle-RET,6
404164,Brahma Dorada-3/4 Lts-Bottle-OW,7
404164,Stella artois-1 Lts-Bottle-RET,8
404164,Quilmes Stout-1 Lts-Bottle-RET,9
404164,Brahma Dorada-1/2 Lts-Cans,10
404164,Andes Origen Negra-1/2 Lts-Cans,11
404164,Andes Origen Rubia-1/2 Lts-Cans,12
409419,Brahma-1/2 Lts-Cans,1
409419,Quilmes Clasica-1 Lts-Bottle-RET,2
409419,Quilmes Bajo Cero-1 Lts-Bottle-RET,3
409419,Andes Origen IPA-1/2 Lts-Cans,4
409419,Stella Artois Blanche-20 Lts-Barrel,5
412930,Brahma Dorada-1/2 Lts-Cans,1
412930,Andes Origen Roja-1/2 Lts-Cans,2
412930,Brahma-1/2 Lts-Cans,3
412930,Stella artois-1/2 Lts-Cans,4
412930,Andes Origen Fresquita-1/2 Lts-Cans,5
412930,Michelob Ultra-1/2 Lts-Cans,6
412930,Quilmes Clasica-1 Lts-Bottle-RET,7
412930,Quilmes Stout-1/3 Lts-Bottle-RET,8
412930,Brahma-1/3 Lts-Bottle-RET,9
412930,Quilmes Clasica-1/2 Lts-Cans,10
415335,Budweiser-1/2 Lts-Cans,1
415335,Stella Artois Blanche-1/2 Lts-Cans,2
415335,Quilmes Clasica-1/2 Lts-Cans,3
415335,Patagonia Vera Ipa-3/4 Lts-Bottle-OW,4
417335,Corona-1/2 Lts-Cans,1
417335,Brahma Dorada-1/2 Lts-Cans,2
417335,Stella Artois Blanche-1/2 Lts-Cans,3
417335,Andes Origen Fresquita-1/2 Lts-Cans,4
417335,Andes Origen IPA-1/2 Lts-Cans,5
417335,Brahma-1/2 Lts-Cans,6
417335,Michelob Ultra-1/2 Lts-Cans,7
417335,Quilmes 0.0-1/2 Lts-Cans,8
